index	sentence1	sentence2
600	That perspective makes it look gigantic.	That perspective makes it look miniscule.
601	That perspective makes it look miniscule.	That perspective makes it look gigantic.
602	That perspective makes it look gigantic.	That perspective makes it sound gigantic.
603	That perspective makes it sound gigantic.	That perspective makes it look gigantic.
604	Unshielded radiation from a nuclear core could kill you in a matter of hours.	Unshielded radiation from a nuclear core will kill you in a matter of hours.
605	Unshielded radiation from a nuclear core will kill you in a matter of hours.	Unshielded radiation from a nuclear core could kill you in a matter of hours.
606	I think the unrealistic part is him surviving the blunt force of the blast.	He survived the blunt force of the blast.
607	He survived the blunt force of the blast.	I think the unrealistic part is him surviving the blunt force of the blast.
608	The theory that they are products of the radiation from the bomb is genius.	They are products of the radiation from the bomb.
609	They are products of the radiation from the bomb.	The theory that they are products of the radiation from the bomb is genius.
610	The theory that they are products of the radiation from the bomb is correct.	They are products of the radiation from the bomb.
611	They are products of the radiation from the bomb.	The theory that they are products of the radiation from the bomb is correct.
612	Every human alive today is a member of the homo sapiens species, but there have been plenty of other species of humans over the last ~2.5 million years that could be called "humans".	The last ~2.5 million years could be called "humans".
613	The last ~2.5 million years could be called "humans".	Every human alive today is a member of the homo sapiens species, but there have been plenty of other species of humans over the last ~2.5 million years that could be called "humans".
614	Every human alive today is a member of the homo sapiens species, but there have been plenty of other species of humans over the last ~2.5 million years that could be called "humans".	Plenty of other species could be called "humans".
615	Plenty of other species could be called "humans".	Every human alive today is a member of the homo sapiens species, but there have been plenty of other species of humans over the last ~2.5 million years that could be called "humans".
616	Every human alive today is a member of the homo sapiens species, but there have been plenty of other species of humans over the last ~2.5 million years that could be called "humans".	Every human alive today is a member of other species of humans over the last ~2.5 million years that could be called "humans".
617	Every human alive today is a member of other species of humans over the last ~2.5 million years that could be called "humans".	Every human alive today is a member of the homo sapiens species, but there have been plenty of other species of humans over the last ~2.5 million years that could be called "humans".
618	I couldn’t bring myself to throw it away, not out of affection to her, but rather the fondness of all the memories surrounding that time period.	I couldn’t bring myself to throw it away, not out of the fondness of all the memories surrounding that time period.
619	I couldn’t bring myself to throw it away, not out of the fondness of all the memories surrounding that time period.	I couldn’t bring myself to throw it away, not out of affection to her, but rather the fondness of all the memories surrounding that time period.
620	I couldn’t bring myself to throw it away, not out of affection to her, but rather the fondness of all the memories surrounding that time period.	I couldn’t bring myself to throw it away, out of affection to her.
621	I couldn’t bring myself to throw it away, out of affection to her.	I couldn’t bring myself to throw it away, not out of affection to her, but rather the fondness of all the memories surrounding that time period.
622	I couldn’t bring myself to throw it away, not out of affection to her, but rather the fondness of all the memories surrounding that time period.	I couldn’t bring myself to throw it away, out of the fondness of all the memories surrounding the time period.
623	I couldn’t bring myself to throw it away, out of the fondness of all the memories surrounding the time period.	I couldn’t bring myself to throw it away, not out of affection to her, but rather the fondness of all the memories surrounding that time period.
624	You know that some life changing actions must be taken when grandma reacts with the sad emoji.	You know that some actions must be taken when grandma reacts with the sad emoji.
625	You know that some actions must be taken when grandma reacts with the sad emoji.	You know that some life changing actions must be taken when grandma reacts with the sad emoji.
626	You know that some life changing actions must be taken when grandma reacts with the sad emoji.	You know that some life-changing actions must be taken when grandma reacts with emoji.
627	You know that some life-changing actions must be taken when grandma reacts with emoji.	You know that some life changing actions must be taken when grandma reacts with the sad emoji.
628	I have never seen a hummingbird not flying.	I have always seen hummingbirds flying.
629	I have always seen hummingbirds flying.	I have never seen a hummingbird not flying.
630	I have never seen a hummingbird not flying.	I have never seen a hummingbird.
631	I have never seen a hummingbird.	I have never seen a hummingbird not flying.
632	I have never seen a hummingbird not flying.	I have never seen a bird not flying.
633	I have never seen a bird not flying.	I have never seen a hummingbird not flying.
634	I wish I could give both of you an upvote to share.	I wish I could give an upvote to both of you to share.
635	I wish I could give an upvote to both of you to share.	I wish I could give both of you an upvote to share.
636	I wish I could give both of you an upvote to share.	I wish both of you could get an upvote from me to share.
637	I wish both of you could get an upvote from me to share.	I wish I could give both of you an upvote to share.
638	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).	Hummingbirds are red (hence why the feeders are usually these colours).
639	Hummingbirds are red (hence why the feeders are usually these colours).	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).
640	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).	Hummingbirds are really attracted to bright red (hence why the feeders are usually these colours).
641	Hummingbirds are really attracted to bright red (hence why the feeders are usually these colours).	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).
642	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).	The feeders are usually coloured so as to attract hummingbirds.
643	The feeders are usually coloured so as to attract hummingbirds.	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).
644	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).	Hummingbirds have monochromatic vision.
645	Hummingbirds have monochromatic vision.	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).
646	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).	Hummingbirds will feed from feeders of all colours.
647	Hummingbirds will feed from feeders of all colours.	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).
648	Temperature and snow consistency must be just right.	Temperature must be just right.
649	Temperature must be just right.	Temperature and snow consistency must be just right.
650	After the clingers completely immobilize her, I carry her to the tub.	After the clingers completely immobilize her, I carry her to the tub or sink.
651	After the clingers completely immobilize her, I carry her to the tub or sink.	After the clingers completely immobilize her, I carry her to the tub.
652	Life is either a daring adventure or nothing at all.	Life is nothing at all.
653	Life is nothing at all.	Life is either a daring adventure or nothing at all.
654	Life is either a daring adventure or nothing at all.	Life is a daring adventure.
655	Life is a daring adventure.	Life is either a daring adventure or nothing at all.
656	Life is either a daring adventure or nothing at all.	Life is a not a daring adventure.
657	Life is a not a daring adventure.	Life is either a daring adventure or nothing at all.
658	Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a GIF.	Just watched the first 30 minutes, got bored, skipped to the magic bit, it's funnier as a GIF.
659	Just watched the first 30 minutes, got bored, skipped to the magic bit, it's funnier as a GIF.	Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a GIF.
660	Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a GIF.	Just watched the first 10 minutes, got bored, skipped to the magic bit, it's funnier as a GIF.
661	Just watched the first 10 minutes, got bored, skipped to the magic bit, it's funnier as a GIF.	Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a GIF.
662	Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a GIF.	Just watched the first quarter hour, got bored, skipped to the magic bit, it's funnier as a GIF.
663	Just watched the first quarter hour, got bored, skipped to the magic bit, it's funnier as a GIF.	Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a GIF.
664	Has bad reviews on Amazon but this clip was funny.	This clip was funny.
665	This clip was funny.	Has bad reviews on Amazon but this clip was funny.
666	You’re walking through the woods, there’s no one around and your phone is dead, out of the corner of your eye you spot him, Shia LaBeouf!	You’re walking through the woods, there are lurkers are around and your phone is dead, out of the corner of your eye you spot him, Shia LaBeouf!
667	You’re walking through the woods, there are lurkers are around and your phone is dead, out of the corner of your eye you spot him, Shia LaBeouf!	You’re walking through the woods, there’s no one around and your phone is dead, out of the corner of your eye you spot him, Shia LaBeouf!
668	Weird that you want to show something to a stack of papers.	Weird that you want to show this video to a stack of papers.
669	Weird that you want to show this video to a stack of papers.	Weird that you want to show something to a stack of papers.
670	I think this was part of the last season of Bojack Horseman.	I think this was part of the last episode of Bojack Horseman.
671	I think this was part of the last episode of Bojack Horseman.	I think this was part of the last season of Bojack Horseman.
672	If you think about it, it's the perfect reverse psychology tactic.	It's the perfect reverse psychology tactic.
673	It's the perfect reverse psychology tactic.	If you think about it, it's the perfect reverse psychology tactic.
674	This is honestly the most oniony article I've seen on the entire internet.	This article reads like satire.
675	This article reads like satire.	This is honestly the most oniony article I've seen on the entire internet.
676	If everyone believed my jokes, they'd know exactly who I was.	My jokes fully reveal my character.
677	My jokes fully reveal my character.	If everyone believed my jokes, they'd know exactly who I was.
678	If everyone believed my jokes, they'd know exactly who I was.	My jokes reflect exactly zero of my character.
679	My jokes reflect exactly zero of my character.	If everyone believed my jokes, they'd know exactly who I was.
680	If everyone believed my jokes, they'd know exactly who I was.	If everyone believed my jokes, they'd be quite concerned for me.
681	If everyone believed my jokes, they'd be quite concerned for me.	If everyone believed my jokes, they'd know exactly who I was.
682	In the 1890's a typical worker worked 60 hours per week; down to 48 by 1920 and 40 by 1940.	Working hours go up as you look further back in time from 1940.
683	Working hours go up as you look further back in time from 1940.	In the 1890's a typical worker worked 60 hours per week; down to 48 by 1920 and 40 by 1940.
684	In the 1890's a typical worker worked 60 hours per week; down to 48 by 1920 and 40 by 1940.	Working hours go down as you look further back in time from 1940.
685	Working hours go down as you look further back in time from 1940.	In the 1890's a typical worker worked 60 hours per week; down to 48 by 1920 and 40 by 1940.
686	There was a book I was trying to import and I saw that it was finally available with Amazon Prime shipping and I ended up paying like double the other prices to have it in 2 days vs. 2 weeks.	I waited until Prime availability and paid a higher sticker price for a book so I could get free 2-day shipping.
687	I waited until Prime availability and paid a higher sticker price for a book so I could get free 2-day shipping.	There was a book I was trying to import and I saw that it was finally available with Amazon Prime shipping and I ended up paying like double the other prices to have it in 2 days vs. 2 weeks.
688	There was a book I was trying to import and I saw that it was finally available with Amazon Prime shipping and I ended up paying like double the other prices to have it in 2 days vs. 2 weeks.	I waited until Prime availability and paid a higher Shipping & Handling fee to have a book in 2 days vs. 2 weeks.
689	I waited until Prime availability and paid a higher Shipping & Handling fee to have a book in 2 days vs. 2 weeks.	There was a book I was trying to import and I saw that it was finally available with Amazon Prime shipping and I ended up paying like double the other prices to have it in 2 days vs. 2 weeks.
690	Supply and demand... scarcity... all these economic principles that determine the cost of things really boil down to the value of human labor.	The Labor Theory of Value is at the heart of the economics of cost.
691	The Labor Theory of Value is at the heart of the economics of cost.	Supply and demand... scarcity... all these economic principles that determine the cost of things really boil down to the value of human labor.
692	Supply and demand... scarcity... all these economic principles that determine the cost of things really boil down to the value of human labor.	The Labor Theory of Value is a scarce determinant of the economics of cost.
693	The Labor Theory of Value is a scarce determinant of the economics of cost.	Supply and demand... scarcity... all these economic principles that determine the cost of things really boil down to the value of human labor.
694	Supply and demand... scarcity... all these economic principles that determine the cost of things really boil down to the value of human labor.	Supply and demand... scarcity... all these economic principles that determine the cost of things are related to the value of human labor.
695	Supply and demand... scarcity... all these economic principles that determine the cost of things are related to the value of human labor.	Supply and demand... scarcity... all these economic principles that determine the cost of things really boil down to the value of human labor.
696	While their designed displacement was 262 tonnes (258 long tons), they displaced about 320 tonnes (310 long tons) fully loaded.	Their loading capacity was about 58 tonnes.
697	Their loading capacity was about 58 tonnes.	While their designed displacement was 262 tonnes (258 long tons), they displaced about 320 tonnes (310 long tons) fully loaded.
698	While their designed displacement was 262 tonnes (258 long tons), they displaced about 320 tonnes (310 long tons) fully loaded.	Their loading capacity was about 262 tonnes.
699	Their loading capacity was about 262 tonnes.	While their designed displacement was 262 tonnes (258 long tons), they displaced about 320 tonnes (310 long tons) fully loaded.
700	Due to inadequate funding, 76 T and the rest of the 250t class were essentially coastal vessels, despite the original intention that they would be used for "high seas" operations.	Due to inadequate funding, 76 T and the rest of the 250t class were essentially high seas vessels, despite the original intention that they would be used for coastal operations.
701	Due to inadequate funding, 76 T and the rest of the 250t class were essentially high seas vessels, despite the original intention that they would be used for coastal operations.	Due to inadequate funding, 76 T and the rest of the 250t class were essentially coastal vessels, despite the original intention that they would be used for "high seas" operations.
702	He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Cologne.	He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Germany.
703	He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Germany.	He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Cologne.
704	He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Cologne.	He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Italy.
705	He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Italy.	He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Cologne.
706	Throughout the Raffles stories patriotism runs as an intermittent theme—to such an extent that the writer William Vivian Butler describes him as a "super-patriot".	Throughout the Raffles stories patriotism runs as an intermittent theme—to such an extent that the writer William Vivian Butler describes him as a "anti-patriot".
707	Throughout the Raffles stories patriotism runs as an intermittent theme—to such an extent that the writer William Vivian Butler describes him as a "anti-patriot".	Throughout the Raffles stories patriotism runs as an intermittent theme—to such an extent that the writer William Vivian Butler describes him as a "super-patriot".
708	A faint constellation, its three brightest stars—Alpha, Beta and Gamma Pyxidis—are in a rough line.	A faint constellation, its three brightest stars—Alpha, Beta and Gamma Pyxidis—are in an equilateral triangle.
709	A faint constellation, its three brightest stars—Alpha, Beta and Gamma Pyxidis—are in an equilateral triangle.	A faint constellation, its three brightest stars—Alpha, Beta and Gamma Pyxidis—are in a rough line.
710	Kappa Pyxidis was catalogued but not given a Bayer designation by Lacaille, but Gould felt the star was bright enough to warrant a letter.	Lacaille and Gould agreed about the designation of Kappa Pyxidis.
711	Lacaille and Gould agreed about the designation of Kappa Pyxidis.	Kappa Pyxidis was catalogued but not given a Bayer designation by Lacaille, but Gould felt the star was bright enough to warrant a letter.
712	Kappa Pyxidis was catalogued but not given a Bayer designation by Lacaille, but Gould felt the star was bright enough to warrant a letter.	Lacaille and Gould disagreed about the designation of Kappa Pyxidis.
713	Lacaille and Gould disagreed about the designation of Kappa Pyxidis.	Kappa Pyxidis was catalogued but not given a Bayer designation by Lacaille, but Gould felt the star was bright enough to warrant a letter.
714	A formation of approximately 50 officers of the Baltimore Police eventually placed themselves between the rioters and the militiamen, allowing the 6th Massachusetts to proceed to Camden Station.	A formation of approximately 50 officers of the police of the City of Baltimore eventually placed themselves between the rioters and the militiamen, allowing the 6th Massachusetts to proceed to Camden Station.
715	A formation of approximately 50 officers of the police of the City of Baltimore eventually placed themselves between the rioters and the militiamen, allowing the 6th Massachusetts to proceed to Camden Station.	A formation of approximately 50 officers of the Baltimore Police eventually placed themselves between the rioters and the militiamen, allowing the 6th Massachusetts to proceed to Camden Station.
716	A formation of approximately 50 officers of the Baltimore Police eventually placed themselves between the rioters and the militiamen, allowing the 6th Massachusetts to proceed to Camden Station.	A formation of approximately 50 officers of the police of from outside Baltimore eventually placed themselves between the rioters and the militiamen, allowing the 6th Massachusetts to proceed to Camden Station.
717	A formation of approximately 50 officers of the police of from outside Baltimore eventually placed themselves between the rioters and the militiamen, allowing the 6th Massachusetts to proceed to Camden Station.	A formation of approximately 50 officers of the Baltimore Police eventually placed themselves between the rioters and the militiamen, allowing the 6th Massachusetts to proceed to Camden Station.
718	The regiment returned to Baltimore on May 13, when Major General Benjamin F. Butler occupied the city with several Union regiments in anticipation of a Confederate attack on Baltimore which never developed.	On May 13, Major General Benjamin F. Butler occupied the city with several Union regiments in anticipation of a Confederate attack on Baltimore which never developed.
719	On May 13, Major General Benjamin F. Butler occupied the city with several Union regiments in anticipation of a Confederate attack on Baltimore which never developed.	The regiment returned to Baltimore on May 13, when Major General Benjamin F. Butler occupied the city with several Union regiments in anticipation of a Confederate attack on Baltimore which never developed.
720	The regiment returned to Baltimore on May 13, when Major General Benjamin F. Butler occupied the city with several Union regiments in anticipation of a Confederate attack on Baltimore which never developed.	Long before May 13, Major General Benjamin F. Butler occupied the city with several Union regiments in anticipation of a Confederate attack on Baltimore which never developed.
721	Long before May 13, Major General Benjamin F. Butler occupied the city with several Union regiments in anticipation of a Confederate attack on Baltimore which never developed.	The regiment returned to Baltimore on May 13, when Major General Benjamin F. Butler occupied the city with several Union regiments in anticipation of a Confederate attack on Baltimore which never developed.
722	Threatened by habitat loss and hunting, ruffed lemurs are facing extinction in the wild.	Threatened by habitat loss and hunting, ruffed lemurs are extinct in the wild.
723	Threatened by habitat loss and hunting, ruffed lemurs are extinct in the wild.	Threatened by habitat loss and hunting, ruffed lemurs are facing extinction in the wild.
724	White-headed lemurs, on the other hand, prefer the understory and lower canopy, below 15 m (49 ft), while the ruffed lemurs mainly keep to the upper canopy, above 15 m (49 ft).	Ruffed lemurs prefer to live lower than white-headed lemurs.
725	Ruffed lemurs prefer to live lower than white-headed lemurs.	White-headed lemurs, on the other hand, prefer the understory and lower canopy, below 15 m (49 ft), while the ruffed lemurs mainly keep to the upper canopy, above 15 m (49 ft).
726	White-headed lemurs, on the other hand, prefer the understory and lower canopy, below 15 m (49 ft), while the ruffed lemurs mainly keep to the upper canopy, above 15 m (49 ft).	Ruffed lemurs prefer to live higher than white-headed lemurs.
727	Ruffed lemurs prefer to live higher than white-headed lemurs.	White-headed lemurs, on the other hand, prefer the understory and lower canopy, below 15 m (49 ft), while the ruffed lemurs mainly keep to the upper canopy, above 15 m (49 ft).
728	They are diurnal; although peak activity occurs during the early morning and late afternoon or evening, resting usually occurs around midday.	They are nocturnal; although peak activity occurs during the early morning and late afternoon or evening, resting usually occurs around midnight.
729	They are nocturnal; although peak activity occurs during the early morning and late afternoon or evening, resting usually occurs around midnight.	They are diurnal; although peak activity occurs during the early morning and late afternoon or evening, resting usually occurs around midday.
730	The battlecruiser Seydlitz struck a mine while en route to the target, and had to withdraw.	The battlecruiser Seydlitz struck a mine while en route to the target, and was damaged.
731	The battlecruiser Seydlitz struck a mine while en route to the target, and was damaged.	The battlecruiser Seydlitz struck a mine while en route to the target, and had to withdraw.
732	The battlecruiser Seydlitz struck a mine while en route to the target, and had to withdraw.	The battlecruiser Seydlitz struck a mine while en route to the target, and was destroyed.
733	The battlecruiser Seydlitz struck a mine while en route to the target, and was destroyed.	The battlecruiser Seydlitz struck a mine while en route to the target, and had to withdraw.
734	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of the civil rights leader's assassin.	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of Dr. Martin Luther King, Jr.'s assassin.
735	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of Dr. Martin Luther King, Jr.'s assassin.	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of the civil rights leader's assassin.
736	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of the civil rights leader's assassin.	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of Kennedy's assassin.
737	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of Kennedy's assassin.	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of the civil rights leader's assassin.
738	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of the civil rights leader's assassin.	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of Malcolm X's assassin.
739	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of Malcolm X's assassin.	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of the civil rights leader's assassin.
740	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of the civil rights leader's assassin.	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of his assassin.
741	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of his assassin.	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of the civil rights leader's assassin.
742	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of the civil rights leader's assassin.	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of the civil rights leader.
743	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of the civil rights leader.	By saying this, Kennedy was admonishing people not to riot in wake of King's death and in effect equating their actions to that of the civil rights leader's assassin.
744	After quoting Abraham Lincoln, he portrayed the American public as a people increasingly succumbing to its violent tendencies that undermined its national ideals.	After quoting Abraham Lincoln, he portrayed the American public as a people that undermined its national ideals.
745	After quoting Abraham Lincoln, he portrayed the American public as a people that undermined its national ideals.	After quoting Abraham Lincoln, he portrayed the American public as a people increasingly succumbing to its violent tendencies that undermined its national ideals.
746	After quoting Abraham Lincoln, he portrayed the American public as a people increasingly succumbing to its violent tendencies that undermined its national ideals.	After quoting Abraham Lincoln, he portrayed the American public's violent tendencies as undermining its national ideals.
747	After quoting Abraham Lincoln, he portrayed the American public's violent tendencies as undermining its national ideals.	After quoting Abraham Lincoln, he portrayed the American public as a people increasingly succumbing to its violent tendencies that undermined its national ideals.
748	Hazelnuts have often been found on other Mesolithic sites, but rarely in such quantities or concentrated in one pit.	Hazelnuts have often been found on other Mesolithic sites, but rarely in such quantities, and rarely concentrated in one pit.
749	Hazelnuts have often been found on other Mesolithic sites, but rarely in such quantities, and rarely concentrated in one pit.	Hazelnuts have often been found on other Mesolithic sites, but rarely in such quantities or concentrated in one pit.
750	Hazelnuts have often been found on other Mesolithic sites, but rarely in such quantities or concentrated in one pit.	Hazelnuts have often been found on other Mesolithic sites concentrated in one pit, but rarely in such quantities.
751	Hazelnuts have often been found on other Mesolithic sites concentrated in one pit, but rarely in such quantities.	Hazelnuts have often been found on other Mesolithic sites, but rarely in such quantities or concentrated in one pit.
752	Hazelnuts have been found on other Mesolithic sites, but rarely in such quantities or concentrated in one pit.	Hazelnuts have rarely been found on other Mesolithic sites.
753	Hazelnuts have rarely been found on other Mesolithic sites.	Hazelnuts have been found on other Mesolithic sites, but rarely in such quantities or concentrated in one pit.
754	Ferrero SpA, the maker of Nutella and Ferrero Rocher, uses 25% of the global supply of hazelnuts.	Makers of chocolate confectioneries use at least 25% of the global supply of hazelnuts.
755	Makers of chocolate confectioneries use at least 25% of the global supply of hazelnuts.	Ferrero SpA, the maker of Nutella and Ferrero Rocher, uses 25% of the global supply of hazelnuts.
756	Ferrero SpA, the maker of Nutella and Ferrero Rocher, uses 25% of the global supply of hazelnuts.	Makers of nuts use at least 25% of the global supply of hazelnuts.
757	Makers of nuts use at least 25% of the global supply of hazelnuts.	Ferrero SpA, the maker of Nutella and Ferrero Rocher, uses 25% of the global supply of hazelnuts.
758	Ferrero SpA, the maker of Nutella and Ferrero Rocher, uses 25% of the global supply of hazelnuts.	Ferrero SpA, the maker of Nutella and Ferrero Rocher, uses almost 25% of the global supply of hazelnuts.
759	Ferrero SpA, the maker of Nutella and Ferrero Rocher, uses almost 25% of the global supply of hazelnuts.	Ferrero SpA, the maker of Nutella and Ferrero Rocher, uses 25% of the global supply of hazelnuts.
760	Dacquoise, a French dessert cake, often contains a layer of hazelnut meringue.	Dacquoise, a French dessert cake, always contains a layer of hazelnut meringue.
761	Dacquoise, a French dessert cake, always contains a layer of hazelnut meringue.	Dacquoise, a French dessert cake, often contains a layer of hazelnut meringue.
762	Middens with damp, anaerobic conditions can even preserve organic remains.	Dry conditions and oxygen contribute to the degredation of organic remains in middens.
763	Dry conditions and oxygen contribute to the degredation of organic remains in middens.	Middens with damp, anaerobic conditions can even preserve organic remains.
764	Middens with damp, anaerobic conditions can even preserve organic remains.	Damp conditions and lack of oxygen contribute to the degredation of organic remains in middens.
765	Damp conditions and lack of oxygen contribute to the degredation of organic remains in middens.	Middens with damp, anaerobic conditions can even preserve organic remains.
766	Mass analysis is based on analyzing debitage populations based on their size distribution across specified size grades.	One form of debitage analysis is based on analyzing debitage populations based on their size distribution across specified size grades.
767	One form of debitage analysis is based on analyzing debitage populations based on their size distribution across specified size grades.	Mass analysis is based on analyzing debitage populations based on their size distribution across specified size grades.
768	In some (e.g. Castanea), the scales are developed into sharp spines, giving the nut protection from squirrels and other seed predators, while in others (e.g. most Quercus), they are not.	In some (e.g. Quercus), the scales are developed into sharp spines, giving the nut protection from squirrels and other seed predators, while in others (e.g. most Castanea), they are not.
769	In some (e.g. Quercus), the scales are developed into sharp spines, giving the nut protection from squirrels and other seed predators, while in others (e.g. most Castanea), they are not.	In some (e.g. Castanea), the scales are developed into sharp spines, giving the nut protection from squirrels and other seed predators, while in others (e.g. most Quercus), they are not.
770	In some (e.g. Castanea), the scales are developed into sharp spines, giving the nut protection from squirrels and other seed predators, while in others (e.g. most Quercus), they are not.	In Castanea, the scales are developed into sharp spines, giving the nut protection from squirrels and other seed predators, while in most Quercus, they are not.
771	In Castanea, the scales are developed into sharp spines, giving the nut protection from squirrels and other seed predators, while in most Quercus, they are not.	In some (e.g. Castanea), the scales are developed into sharp spines, giving the nut protection from squirrels and other seed predators, while in others (e.g. most Quercus), they are not.
772	In some (e.g. Castanea), the scales are developed into sharp spines, giving the nut protection from squirrels and other seed predators, while in others (e.g. most Quercus), they are not.	In some (e.g. Castanea), the scales are developed into sharp spines, giving the nut protection from squirrels and other seed predators, while in others (e.g. most Quercus), they are not developed into sharp spines.
773	In some (e.g. Castanea), the scales are developed into sharp spines, giving the nut protection from squirrels and other seed predators, while in others (e.g. most Quercus), they are not developed into sharp spines.	In some (e.g. Castanea), the scales are developed into sharp spines, giving the nut protection from squirrels and other seed predators, while in others (e.g. most Quercus), they are not.
774	Prismatic blades begin to appear in high frequencies during the transition between the Middle and Upper Paleolithic.	Prismatic blades appeared in high frequencies during the Upper Paleolithic.
775	Prismatic blades appeared in high frequencies during the Upper Paleolithic.	Prismatic blades begin to appear in high frequencies during the transition between the Middle and Upper Paleolithic.
776	Prismatic blades begin to appear in high frequencies during the transition between the Middle and Upper Paleolithic.	Prismatic blades appeared in high frequencies during the Middle Paleolithic.
777	Prismatic blades appeared in high frequencies during the Middle Paleolithic.	Prismatic blades begin to appear in high frequencies during the transition between the Middle and Upper Paleolithic.
778	Prismatic blades begin to appear in high frequencies during the transition between the Middle and Upper Paleolithic.	Prismatic appeared in high frequencies after the transition between the Middle and Upper Paleolithic.
779	Prismatic appeared in high frequencies after the transition between the Middle and Upper Paleolithic.	Prismatic blades begin to appear in high frequencies during the transition between the Middle and Upper Paleolithic.
780	The track was originally titled "Seibu" and was almost left off the album before it was rediscovered later during the recording sessions.	The track was originally titled "Seibu" and was left off the album before it was rediscovered later during the recording sessions.
781	The track was originally titled "Seibu" and was left off the album before it was rediscovered later during the recording sessions.	The track was originally titled "Seibu" and was almost left off the album before it was rediscovered later during the recording sessions.
782	At the age of 24, she was betrothed to Prince Albert Victor, Duke of Clarence and Avondale, the eldest son of the Prince of Wales, but six weeks after the announcement of the engagement, he died unexpectedly of pneumonia.	At the age of 24, she was betrothed to Prince Albert Victor, Duke of Clarence and Avondale, the eldest child of the Prince of Wales, but six weeks after the announcement of the engagement, he died unexpectedly of pneumonia.
783	At the age of 24, she was betrothed to Prince Albert Victor, Duke of Clarence and Avondale, the eldest child of the Prince of Wales, but six weeks after the announcement of the engagement, he died unexpectedly of pneumonia.	At the age of 24, she was betrothed to Prince Albert Victor, Duke of Clarence and Avondale, the eldest son of the Prince of Wales, but six weeks after the announcement of the engagement, he died unexpectedly of pneumonia.
784	At the age of 24, she was betrothed to Prince Albert Victor, Duke of Clarence and Avondale, the eldest son of the Prince of Wales, but six weeks after the announcement of the engagement, he died unexpectedly of pneumonia.	At the age of 24, she was betrothed to Prince Albert Victor, Duke of Clarence and Avondale, the eldest able-bodied son of the Prince of Wales, but six weeks after the announcement of the engagement, he died unexpectedly of pneumonia.
785	At the age of 24, she was betrothed to Prince Albert Victor, Duke of Clarence and Avondale, the eldest able-bodied son of the Prince of Wales, but six weeks after the announcement of the engagement, he died unexpectedly of pneumonia.	At the age of 24, she was betrothed to Prince Albert Victor, Duke of Clarence and Avondale, the eldest son of the Prince of Wales, but six weeks after the announcement of the engagement, he died unexpectedly of pneumonia.
