request,SearchScreeningEvent
What is the nearest movie house playing George Washington Slept Here,1
Which animated movies are being screened at Marcus Corporation?,1
What are the showtimes for Boy of Mine,1
what time is The Eddy Duchin Story playing,1
Show me the closest movie house playing An Unfinished Life at eight pm.,1
can I get the showings for films at the nearest cinema in 1 minute ,1
What are the showtimes for Beware! The Blob at Plitt Theatres?,1
What are the movie times for the Caribbean Cinemas?,1
Give me the showtimes for Sign of the Anchor.,1
Where is The Man with a Cross playing,1
Find the schedule for Salt of the Black Earth at the closest movie house.,1
When will The Boys Next Door be playing at the nearest  movie house,1
is Tarzan of the Apes playing at Cobb Theatres,1
I want to watch Looney Tunes Platinum Collection: Volume 1 at a movie theatre,1
Show me Dombey and Son movies.,1
What are the movie schedules for animated movies close by,1
Can I get the showtimes for films at the closest movie house.,1
tell me the movie schedule,1
what's the nearest cinema showing The Death of Stalinism in Bohemia 1 second from now,1
I want to know what movies are showing at the nearest movie house.,1
Find the schedule for The Nightmare six hours from now at the nearest cinema.,1
find The Bride,1
find movie schedules,1
Where is Priorities on Parade playing,1
What Howards End cinema is near?,1
find the closest films at a movie house,1
What time is Summer School playing?,1
Find the movie schedules for films in the area.,1
show movie times at Cinemark Theatres,1
Can you let me know where I can watch The Nest?,1
Tell me the movie schedules for Mann Theatres,1
Find the schedule for films at the closest movie house.,1
I'd like to watch movies at KB Theatres,1
Where is the nearest movie theatre that is playing Honeysuckle Rose,1
Give me a list of movie times for films in the area.,1
What time is Showcase Cinemas playing Straight Is the Way,1
show me the schedule of movie Shadow of a Woman,1
What time is The Mailman playing,1
what is the movie schedules for movies in the area ,1
What time is Soul Surfer playing,1
find the closest movie theatre for films,1
find The Swindlers at the closest movie house,1
Find movie times.,1
When is Janeane from Des Moines playing at the nearest movie theatre?,1
Is this film going to be at Malco Theatres?,1
what's the closest cinema showing animated movies,1
show me movie times at my local theater.,1
What is the nearest cinema playing Patiala House,1
What is the Wanda Group movie schedules ,1
is One Night Surprise at the cinema,1
What time does Kraken: Tentacles of the Deep play,1
Where is the closest cinema that features animated movies,1
I'd like to watch The Holy Office at Cooper Foundation,1
what are the movietimes for films in the neighbourhood,1
what film to see at ArcLight Hollywood,1
Which films are playing at Consolidated Theatres?,1
Is The Mystical Adventures of Billy Owens playing at the closest movie house,1
"I'd like to watch movies around here, can I see the movie schedules",1
What are the movie schedules for movies showing in the neighbourhood?,1
Find a movie schedule for 12 hours from now.,1
Find movie times for films in the area.,1
Which cinema is showing A Dedicated Life starting at eleven PM,1
What's today's movie schedule,1
Find movie schedules.,1
Find movie schedules for movies around here at nineteen o'clock.,1
Give me the local movie times.,1
movie schedule at Cinemark Theatres,1
show me movie times for Southern Theatres,1
What films are playing now at the General Cinema Corporation,1
Can I get showtimes for films in the neighborhood.,1
Find the schedule for Rare Birds at the nearest movie theatre at Noon.,1
What movies are playing at Mann Theatres,1
what time is The Challenge showing at the local movie house,1
Find movie schedules for nearby films.,1
show movie schedule in the neighbourhood films at five hours from now,1
What is the movie schedule for General Cinema Corporation?,1
find a nearby movie schedules for movies,1
Show me movie times  at Harkins Theatres.,1
show nearest movie theatre to watch Black Jesus,1
What movies are playing at AMC Theatres?,1
When is That Forward Center Died at Dawn playing at the closest cinema?,1
Please give me the movie schedule for Pacific Theatres,1
Show me movie schedule for animated movie around here at eleven a.m.,1
Please give me information on when Prisoner of Zenda will be shown.,1
find Mysterious Castles of Clay,1
Show the movie schedule and movies around here,1
Where is the closest movie theatre that is playing movies now,1
Whens the next showing of The Game of Their Lives,1
what's the closest movie house showing The Hard Way,1
"What cinema is playing Great Guy
",1
Find movie times for close by films.,1
Where is My Dearest Enemy playing,1
Find the schedule for Without Witness twenty two hours from now.,1
movie schedules for Neighborhood Cinema Group,1
What is the movie times for General Cinema Corporation,1
What Are the showings for The Natural History of Parking Lots movie house,1
What is the movie schedule at Cineplex Odeon Corporation 12 hours from now,1
where is The Country Bears playing,1
is Ce cher intrus at IMAX Corporation,1
What time is Trouble Every Day playing,1
What are the movie times?,1
I want to see Dead Calm at the closest cinema,1
What time is the closet cinema playing movies the closest,1
What time is Thick as Thieves playing at Santikos Theatres?,1
When is Harassed being played at Plitt Theatres?,1
What animated movies are playing at IMAX Corporation,1
Where can I get movie schedule,1
When can I go see The Untold Story?,1
Find me the showtimes for Until Death at the nearest movie house.,1
What is the AMC Theaters movie schedule?,1
When is The Sea of Grass playing at the movie theatre,1
Can i get the movie schedule for Megaplex Theatres.,1
What films are showing at three o'clock at the Neighborhood Cinema Group?,1
in the neighborhood find movie times for movies,1
Find the schedule for Wenn Lucy springt now at a movie theatre.,1
Are there any films around here,1
Is Jack the Ripper playing in one hour at the nearest movie house?,1
when can i see We and Our Mountains,1
i want to watch The Shamrock Handicap right now,1
Is Cradle Robbers playing at the nearest movie theatre,1
What is the movie schedule for the movies that are playing nearby?,1
"find Good Night, and Good Luck at a Cinemark Theatres",1
Find the movie schedule for animated movies in the area.,1
Can you pull up a movie schedule for me?,1
What is the movie schedule for animated movies in the area,1
whats the movie schedule for movies nearby,1
I'd like to know when I can see The Taking of Flight 847: The Uli Derickson Story at Amco Entertainment.,1
What movies are playing at Southern Theatres,1
What films are going to be playing at Harkins Theatres at zero a.m.?,1
What are movie times for movies playing in the neighborhood?,1
What time is Scream of Stone playing,1
What are the movie times for movies premiering in the neighbourhood ,1
Give me the showtime for Bobby Yeah playing at the cinema,1
Find movie times.,1
"find the nearest movie house showing Good Morning, Babylon",1
What animated movies are playing in thirteen hours at the closest movie theatre,1
When is One Sunday Morning scheduled to be played?,1
find Cinemark Theatres with films,1
What time is Stranger in Town playing at the nearest cinema?,1
I'd like to watch Nathan the Wise at the closest movie house,1
What time is Crawlspace playing at the Caribbean Cinemas,1
Find the movie schedule for 12:53 AM,1
Find the movie schedule for movies in the area.,1
Find me the movie schedule for ArcLight Hollywood,1
What are the movie schedules for Kerasotes Theatres,1
find films in the neighborhood,1
Find movie schedules.,1
What time is The Night Before the Premiere playing at the movie house,1
I'd like to watch The Details at the cinema,1
is The Slut playing at 07:27 A.M. at Harkins Theatres,1
Find the movie schedules at Magic Johnson Theatres,1
Show movie times of movies in the neighbourhood,1
Which is the nearest cinema showing movies that start in nineteen seconds?,1
What are the movie times at Goodrich Quality Theaters,1
Can I get the showtimes for films at Malco Theatres.,1
I need a list of animated movies playing around here,1
When is One by One playing?,1
What animated movies are on the movie schedule close by?,1
give me the local movie times,1
Give me the movie schedule for Cineplex Odeon Corporation,1
when can i see Red Hot Tires,1
find movie schedules in MJR Theatres,1
find movie schedules in Warren Theatres,1
Tell me the films playing at the closest movie house to me,1
Find me the showtimes for How to Commit Marriage.,1
Find the schedule for No Time to Be Young at AMC Theaters.,1
Find movies playing at the closest movie theatre,1
Can I know what animated movies are scheduled in the neighbourhood?,1
Find the schedule for for The Unnaturals at 13.,1
find Plitt Theatres showing animated movies,1
What is the movie schedule for the North American Cinemas,1
When will The Honor of an Outlaw be showing?,1
What animated movies are in the neighbourhood ,1
find movies close by,1
What is the movie schedule today at Neighborhood Cinema Group?,1
Find what movies are showing at the nearest movie house,1
find the nearest movie theatre with movies,1
show movie times of Regal Entertainment Group,1
I'd like to watch films in 23 hours in the neighborhood,1
What time is The Sea Chase playing,1
Find movie schedules for close by films.,1
what animated movie are at the theater in the neighborhood,1
Is the start time 15:16:52 for movies in the neighborhood ,1
find The Terror Within,1
show me the schedule of American Primitive in Santikos Theatres,1
What time is In the Crosswind playing at Marcus Corporation?,1
show me movies in the area,1
What is the movie schedule,1
I'd like to watch In High Places,1
When is Just Before Nightfall playing?,1
find a movie theatre with animated movies that is closest to me,1
What films are at Century Theatres in twelve hours,1
What films start at eighteen at Caribbean Cinemas,1
Can I get the Cineplex Odeon Corporation showings for Small Town Story?,1
"what's the closest cinema playing Six Days: Three Activists, Three Wars, One Dream at sunrise",1
Can you let me know what animated movies are playing close by?,1
Where is Feast II: No Limit playing,1
Where theater is playing The Ranger and the Lady at 10 AM,1
Find the schedule for movies at the nearest cinema.,1
what time is Mulawin: The Movie showing at the nearest movie house,1
I want movie times for Fox Theatres,1
What time is Tasher Desh playing at the nearest movie house,1
What time does Tie a Yellow Ribbon play at Magic Johnson Theatres?,1
What movies are playing at the closest movie theatre,1
find nearby movies,1
Tell me the movie schedules for Loews Cineplex Entertainment,1
When is The Life and Death of King Richard II playing at Mann Theatres?,1
What are the movie schedules for the Loews Cineplex,1
Find the movie schedule for movies close by.,1
What animated movies are playing nearby,1
What time does Johnny Got His Gun play,1
Find movie times for nine PM.,1
Show me the movie schedules for the nearest movie theatre in Invasion U.S.A..,1
Show the movie schedules at MJR Theatres,1
List movie times at B&B Theatres,1
what films are playing at the nearest movie house,1
could you please show me movie schedules,1
find a movie schedule in the neighborhood for animated movies,1
I want to go see A Troll in Central Park.,1
show me animated movies with movie times close by,1
Tell me what movies are showing at seven am at the closest movie house.,1
where is The Adventure of the Yellow Curl Papers playing,1
can i have the movie schedules,1
Showtimes for animated movies fro Goodrich Quality Theaters.,1
What movie schedules are animated movies close by,1
Where the Sky Meets the Land time playing,1
what movie is playing at Showcase Cinemas ,1
find the closest showing of The Taste of Others at a cinema,1
Find movie schedules.,1
I need an animated movies in the area for dinner time,1
show me the movie schedules for animated movies around here,1
Can I get the showings for Mysterious Crossing?,1
When is Up the Yangtze playing at Goodrich Quality Theaters,1
What movies are showing at the nearest movie theatre in 8 minutes?,1
what movies are playing in the area?,1
Find movie schedules.,1
what's the movie schedules for Magic Johnson Theatres,1
What movies are playing in the area?,1
find movie times,1
Let me know what animated movies are playing around here.,1
Can I get the showtimes for animated movie in the neighbourhood?,1
I need a movie schedule for any films playing close by,1
find a Consolidated Theatres showing The Good Old Naughty Days,1
When is Watchman Vadivel playing?,1
Can you pull up showings for Pop Goes the Easel at the local movie theatre?,1
what films are playing at the closest movie house,1
"i want to see Love, Speed and Thrills at the nearest cinema",1
Tell me where I can watch Common Law Cabin,1
find movie schedules,1
Find movie times for animated movies in the area.,1
when this evening is Casa Amor: Exclusive for Ladies playing and where,1
Find movie times.,1
I'd like to see the movie schedule for movies in the area,1
Is Gods of Metal playing,1
Is Black & White: The Dawn of Justice playing at the movie theatre?,1
Is The Umbrellas of Cherbourg playing near me?,1
What are the movie schedules,1
whats the closest movie house showing Home Room,1
What is the nearest movie theatre showing Ocean’s 13?,1
Find movie times.,1
show movie schedule in MJR Theatres,1
Tell me what films are playing at Plitt Theatres,1
What is the showtime for Arsho,1
tell me what films are around here,1
show me movie schedules,1
What time is The Bride’s Journey playing at Star Theatres?,1
What movie theatre is playing The Magnificent Scoundrels,1
find a cinema nearest showing Twilight of Shadows at breakfast time,1
find KB Theatres with movies,1
I need movie times for movies playing in the area,1
What is the local movie schedule,1
find movie schedules in the neighborhood for movies,1
Find me the nearest movie house that is showing The Saviour.,1
What is the movie times,1
Where is the closest movie house that's playing The Mark?,1
give me the movie times,1
What is the movie schedule for movies close by,1
What are the movie schedules,1
What are the movie schedule now,1
Show the movie times,1
Which animated movies are showing close by?,1
"Can I get the showtimes for the closest cinema showing I’m a Cyborg, But That’s OK.",1
Please give me movie schedules,1
When is The Third Eye showing at Dickinson Theatres?,1
Find time for films at the North American Cinemas,1
What time is The Hotline playing at the movie theatre,1
Show me the films close by and the movie times for today.,1
Please show me the movies playing at Amco Entertainment.,1
List films in the neighborhood.,1
Show me the closest cinema playing movies.,1
"I want to see The Happy Thieves at Marcus Corporation, can you show me movie times.",1
where can i see animated movies in the neighborhood ,1
what films are showing in the neighbourhood ,1
what films are showing nearby,1
What movies are playing at Cobb Theatres,1
Can I get the movie schedules for Landmark Theatres,1
i want to watch Mr. and Mrs. Bridge at a nearest cinema,1
What movies are playing at the closest cinema,1
What cinema is playing The Edge,1
Please show me the movie schedule for today.,1
Find the schedule for Heart Beats.,1
Show me movie times at MJR Theatres at 02:39:23 pm,1
Show movie schedules at AMC Theaters,1
Is the films 19 hours from now playing at Landmark Theatres,1
Show me the movie times,1
Show me showtimes at the cinema for Chain of Events.,1
What is the films with movie times in the area,1
 What is the nearest cinema playing The Hour of Temptation,1
What films are playing at Pacific Theatres,1
find Mann Theatres movie schedule,1
what animated movies can i see at Malco Theatres,1
is Unbeatable Harold at Century Theatres,1
When is Youth Without Youth being shown at the nearest movie house?,1
What is the movie schedule at Dipson Theatres,1
What animated movies are around here,1
Can i get the movie schedule for eleven hours from now?,1
find a movie house closest with Beethoven Lives Upstairs,1
I want to watch Fist of the North Star 1 minute from now,1
Show me the movie times at Star Theatres,1
Which movies are playing at AMC Theaters?,1
What movies are starting at eight pm in the area ,1
What films are in the neighborhood,1
Show movie schedules of film nearby,1
what films are on the movie schedule for ten at a close by theater,1
Show me the current movie times,1
I need to see a list of films and movie times in the area ,1
Can I get the movie schedule for the Bow Tie Cinemas.,1
What films are showing at National Amusements,1
What time is The Bride from Hell playing at Malco Theatres,1
Find the schedule for Across the Line at the closest movie house.,1
what animated movies are showing in the neighbourhood,1
Give ma list of films at Harkins Theatres,1
Which films are playing in the neighborhood one second from now?,1
I want to watch Uproar in the Studio at the nearest cinema,1
What do the movie schedules at B&B Theatres look like?,1
Find the movie times for North American Cinemas.,1
Where is the nearest movie theatre playing The Sword of Many Lovers?,1
Can I get the movie times for the newest movies around here?,1
find the nearest movie theatre for animated movies,1
What is the closest movie house playing What the Swedish Butler Saw,1
Show me movie times,1
Show me the movie schedule for movies around here,1
Is Strauss Is Playing Today at the Cineplex Odeon Corporation,1
I want to go see A Simple Noodle Story in seventeen seconds at Goodrich Quality Theaters.,1
What films are playing now at the closest movie house?,1
what movies are around here,1
find animated movies at the nearest movie theatre,1
in the neighbourhood find 11 p.m. movie schedules for movies,1
What time is 楽園追放 -Expelled from Paradise-,1
What films are at National Amusements,1
Find a movie schedule.,1
what films are showing at Century Theatres,1
I'd like to watch Take This Waltz,1
find Whosoever Shall Offend at Showcase Cinemas,1
Find the movie times for nearby films.,1
Is Millions in the Air playing at the cinema,1
What time is Murph the Surf playing,1
What time will the movie house be showing On the Beat,1
find Afternoon movie times for movies in the neighborhood,1
I'm looking for movie schedule for films playing in the neighborhood.,1
I'd like to watch movies close by,1
Show the movie schedules with animated movies around here,1
What time is Bhoomi Geetha playing at the movie theatre,1
Show the movie times,1
I'd like to watch Army at Wanda Group,1
can i have the movie schedules,1
What is the movie schedule for Loews Cineplex Entertainment,1
What's the movie schedule for B&B Theatres?,1
Find the schedule for Tailspin Tommy in the Great Air Mystery.,1
Find movie schedules for animated movies in the area,1
What animated movies can I see at AMC Theatres?,1
find the closest movie theatre with animated movies,1
What films are playing at the nearest movie theatre,1
What time is Dive Bomber playing,1
find a movie schedule,1
"I'd like to go to Douglas Theatre Company to see In Beaver Valley, what times will the movie be playing?",1
What films can I see at Malco Theatres?,1
What time is The Brat playing at the movie house?,1
Tell me what animated movies I can see at the closest movie theatre,1
What animated movies are at the closest movie house near brunch,1
Find the schedule for A Kiss Before Dying.,1
Give me the showtimes for The Rum Diary at MJR Theatres at meal time.,1
What movies are in the area,1
When is We Stick Together Through Thick and Thin playing at ArcLight Hollywood?,1
What movie theatre is palying The Hurricane five hours from now,1
What animated movies are playing at the closest cinema?,1
show me the schedule of films close by,1
Find me the movie schedules,1
"show me the schedule of A Man, a Woman, and a Bank in nearest Neighborhood Cinema Group",1
what time can I expect films to start at the Bow Tie Cinemas,1
Is Proudly She Marches playing anywhere?,1
Find the schedule for Grand Canyon Trail.,1
show me the schedule of movie Thirty Two Short Films About Glenn Gould in 14 minutes,1
What time is American Gun playing,1
find Fox Theatres with The Caretaker,1
Please tell me the current and local movie times,1
find Goodrich Quality Theaters films,1
When can I watch Alice: A True Story at AMC Theatres?,1
I want to see animated movie in the neighbourhood,1
Find me showtimes for A Christmas Story starting at eleven o'clock.,1
What is the movie schedule for the Pacific Theatres,1
Please find me the movies playing nearby,1
Find time for films at the nearest movie theatre,1
Find movie schedules.,1
Which Cinemark Theatres is playing A Is for Atom?,1
Is there a movie theatre showing Last Cab to Darwin today?,1
What time does Military history of African Americans play,1
where is The Chief Cook playing,1
When is Old Enough showing at the movie house?,1
What films are playing at the closest cinema,1
What animated movies are playing nearby?,1
Where and when is Unleashed – Entfesselt playing,1
Can i get todays movie schedule for the movies that are close by?,1
Find me animated movies at Amco Entertainment tomorrow,1
What movies are in the neighbourhood ,1
What time is Exploits of a Young Don Juan playing?,1
Show me some movie times,1
"Is People of the Cumberland playing at Landmark Theatres now

",1
What time is In Old New Mexico showing today?,1
does Mexican Werewolf start at three am,1
Can I get the showtimes for The Man Who Could Talk to Kids?,1
what time is Tom y Jerry showing at Alamo Drafthouse Cinema,1
what movies are playing at the Alamo Drafthouse Cinema,1
What time is Children of Divorce playing,1
When is Heat playing near me?,1
Show the movie schedule,1
Show the movie schedule,1
show me the schedule of movie times,1
"When and where is Nefertiti, Queen of the Nile playing?",1
Where is Road to the Stage playing,1
Give me Pacific Theatres movie schedules,1
what's the nearest movie house showing Their Last Love Affair,1
Where can I find the movie schedules?,1
Show me movie times for one minute from now,1
Give me the movie schedules at Showcase Cinemas.,1
where can i see A Slice of Life,1
find animated movies at Caribbean Cinemas,1
I'd like to see the movie schedule for movies in the area,1
find movie schedules at Loews Cineplex Entertainment,1
movie schedules at Southern Theatres,1
what films are showing in the neighborhood ,1
around here find movie schedule for films,1
Show the movie schedules at KB Theatres,1
List movie schedules for animated movies playing in the neighbourhood,1
show me the movie schedule for the Cooper Foundation,1
What movies will be showing around here?,1
I'd like to watch Bound for Glory at the closest movie theatre at 21:41:08,1
i want to see Return to Yesterday,1
find Quiet Night In,1
What is the movie schedule for films nearby,1
"Where is the nearest cinema playing Compound Fracture
",1
Tell me what movies are playing in the neighborhood,1
whats the closest movie theatre showing animated movies,1
Find the schedule for close by movies.,1
find Andreas Hofer at elevenses,1
What is the closest cinema with animated movies,1
Show me movie schedules for today.,1
show me the movie schedule in the neighbourhood movies,1
Can I get the movie schedules for Loews Cineplex?,1
What time is The Queen of Moulin Rouge playing?,1
Where can I see animated movies that's nearby?,1
Please check the movie schedule.,1
show movie times,1
Show me the movie times for animated movies in the area .,1
List movie times at Megaplex Theatres,1
Where is They Always Return at Dawn playing,1
is The Singing Nun at Regal Entertainment Group,1
find movies at Amco Entertainment starting in 8 seconds from now,1
Find the schedule for The Devil Diamond at a movie theatre.,1
When and where is Invitation to the Waltz playing ,1
when is Nattbuss 807 playing at a movie theatre near me,1
Find Captain Kronos - Vampire Hunter.,1
Is Redacted playing at the closest cinema?,1
Where is the closest movie house playing films now,1
Find movie times for movies in the neighbourhood.,1
Find movie times.,1
Please find the closest cinema that's playing movies at 9 am,1
What time is The Phoenix Project playing,1
Find the schedule for movies at the Megaplex Theatres.,1
I'd like to watch Monk Comes Down the Mountain,1
what time is Company Men showing,1
Show me the movie times,1
What movie schedule?,1
Is Dead Fish playing at the movie house,1
Is F.I.S.T. at Malco Theatres,1
I need the closest movie theatre playing Incense for the Damned.,1
find movie schedules for Dickinson Theatres,1
Is The Kiss playing,1
Find the schedule for The Pearl of Cleopatra.,1
Where is the closest cinema playing I Prefer the Sound of the Sea,1
Find movie schedules for Star Theatres.,1
find Blood and Bones,1
What are the movie times for Malco Theatres,1
Is The Cycle playing at Consolidated Theatres?,1
What is the movie schedules,1
What are the movie times at the Loews Cineplex,1
I'd like to watch Glass Chin at the movie house at 17:32:30,1
whats the closest cinema showing Swamp Water,1
find animated movies at the nearest movie theatre,1
find The Branded Woman,1
What animated movies are playing in the area and what is the movie schedule,1
where is Puthri playing,1
What time will Paris by Night aired,1
Showtimes for animated movies in the area.,1
Is The Ghost Breakers playing at Plitt Theatres in two hours,1
find The Colour of the Chameleon,1
find movie times at National Amusements,1
show movie times of films close by,1
Will you please pull up movie schedules for me?,1
Where and when is Polish Economy playing?,1
Where can I watch Gaddar: The Traitor?,1
movie times at Cooper Foundation for sunset,1
Give me movie times for Regal Entertainment Group,1
List movies for nearest movie house at brunch time,1
Can I get the movie schedules for Landmark Theatres.,1
what time can i see The Half Naked Truth,1
What time is Hold That Blonde playing at the closest cinema?,1
List movie schedule,1
Find the schedule for Blood Orgy of the Leather Girls at a movie house.,1
Find the movie times for movies playing in the neighborhood,1
find films at Alamo Drafthouse Cinema,1
Look up the movie schedule,1
What movies are playing at the closest cinema,1
What are the movie schedules for animated movies playing in the neighborhood,1
Can I get the movies  showtimes for the closest movie house.,1
find animated movies in the area,1
find close by films with a movie schedule,1
find films scheudle in the neighborhood at 2,1
find movie times,1
Show the movie schedule for animated movies in the neighbourhood,1
What time is The Glass Key playing at Caribbean Cinemas,1
Show the movie schedule of animated movies close by,1
Find the schedule for Death Valley Manhunt.,1
What time is Class playing at Amco Entertainment?,1
movie schedule for Harkins Theatres,1
Find the schedule for Evening Clothes in 1 second.,1
Where is the closest movie theatre playing Mighty Baby now,1
Can I see the movie schedules?,1
What time does the next movie play around here,1
movie times at Consolidated Theatres,1
what movies are showing at Fox Theatres at 11 am,1
What time is A Man for Burning playing,1
Can I get the showtimes for The Scarlet and the Black  at 12 pm.,1
Find the movie schedules for animated movies in the neighbourhood.,1
What is the movie schedule at Douglas Theatre Company,1
Is Love Is a Ball playing right now?,1
find movie times for movies in the neighborhood,1
Show me the movies at the closest cinema,1
She me movie times at Mann Theatres,1
Is Rented Lips playing at the nearest cinema,1
What time is Kickboxer showing at Cobb Theatres,1
Give me some movie schedules.,1
What time is a movie in the neighbourhood,1
Which animated movies are playing at Megaplex Theatres at tea time?,1
what time is One Night Stand showing at Cineplex Odeon Corporation,1
find the closest cinema for films,1
What is the movie schedule for any films playing close by at Sunset,1
Can i get the movie times for Fox Theatres?,1
Find the movie schedule for the Douglas Theatre Company.,1
find a movie house for Kickboxer 5 – Redemption,1
Please tell me the movie schedules?,1
What films are playing at the nearest movie theatre ,1
What animated movies are playing at the Douglas Theatre Company,1
What animated movies are playing at Pacific Theatres,1
can I get the movie schedules,1
Find Secret Command.,1
Give me the schedule for What a Wonderful Place at Cinemark Theatres,1
what time is Achilles and the Tortoise showing,1
what animated movies are showing in the neighborhood ,1
I'd like to watch films at Marcus Corporation at twelve P.M.,1
Show movies in the neighborhood,1
What films are at Cineplex Odeon Corporation,1
Can a I get the movie schedule for Sympathy for the Devil,1
Find movie schedules for animated movies around here.,1
what time is Bordertown Trail showing,1
in the neighbourhood find movies with movie times,1
What cinema has the closest movies,1
