request,PlayMusic
"Play some 2011 chant music, new first, by Shaggy.",1
play the top song from Damon Albarn using Slacker,1
Play sixties music by giovanni battista guadagnini.,1
Play some music from the last album of 1988 on Lastfm,1
Please start playing some thirties theme music.,1
Can I hear Anna Vissi's new music on Pandora?,1
Play music by artist mark ashley,1
Play the top Maynard James Keenan.,1
I want to hear a top-20 chant from the twenties,1
Play the most popular song by espen lind,1
Play Yuauea by Rick Ross,1
Play The Tyranny Of Distance by Willy Mason.,1
Play a top song by Carson Parks on Groove Shark,1
Use Deezer to play the last song from Lee Dorrian,1
Play some seventies music on netflix.,1
Play fourties record,1
Play Chad I Ginsburg,1
Can you pull up a track on Zvooq by Graham Mcpherson,1
Play 1993 theme music,1
Play something off Google Music,1
Open youtube,1
Play some music on spotify,1
Play the song Drifting On A Reed by Bobby G,1
Play new movement from Mike Oldfield on Vimeo,1
Play Foundling by Jean Grae on Vimeo.,1
Play some acapella music on Iheart,1
Play some sixties music by gaudi on last fm,1
"Play a tune or two from Kansas City, Missouri",1
play some songs from the fourties by yoshiki fukuyama,1
play Angela Winbush ep that is popular,1
play To Be Still,1
I want to hear Gloryhole from Mani off of Lastfm,1
play music by Charlie Adams from 1954,1
play the It Could Only Happen With You album by Lawrence,1
Play Moondog's Chupacabra.,1
I'd like to hear some trip-hop,1
Play a 2001 tune,1
Can you pull up and play something on Itunes,1
I want to hear some theme music by Edsel Dope,1
Play some music from 1993 on Itunes.,1
I want to hear the new Vasilis Tsitsanis ep,1
play a sound track by Vegard Sverre Tveitan,1
Play Crucifixion on Deezer.,1
I want to hear the album Suites & Sweets,1
Play Adrian Borland's music on Zvooq.,1
Open The Second Adventure album by Hans Nilsson,1
Play something off Rage Radio,1
I want to hear This Is The Night from Proof,1
Play Classical X,1
Play me a song by Michael Diamond,1
play Kurt Cobain ballad tunes,1
Play some Eddie Vinson on Deezer,1
Play the greatest record by Leroi Moore,1
Play Dawn Richard song White Summer,1
Play some Ray Williams music from the nineties on spotify,1
play chant on groove shark from 1996,1
Play the top fifty record from Alan Jardine,1
play newest Robert Palmer sound track,1
Play music on my Itunes,1
Play something by Daisy Voisin on google music,1
Play some Dj Qbert.,1
Play Supernaut by Armand Van Helden,1
Can I hear a Da Brat ep?,1
play symphony music from the fourties with google music,1
Play got to be free by Madeleine Peyroux,1
Play music in the genre soundtrack,1
play some fifties tunes by Mike Mccready,1
Play music from Carina Round,1
I want to hear the new movement from Richard Harvey,1
Play a song off The Best Of Siouxsie & The Banshees by Faustino Oramas,1
"Play the album, Dance Hall At Louse Point.",1
play Lighter by Pamela Jintana Racine,1
Play the top-ten soundtrack from Kiara.,1
play the last chant from the fourties,1
Play Gary Chapman music from the fifties,1
Play some Armik from the fourties,1
play a popular sort of fifties tune music,1
I'd like to hear Helen Baylor,1
Play music from 1989 by Maya.,1
Play Kool Keith Presents Thee Undatakerz by John Mccrea.,1
play Piano 100,1
Play some music on Lastfm,1
Play a concerto top ten sort by Lloyd.,1
Play Arif music from the fourties.,1
Play music off Netflix.,1
Open Pandora and play music from the fifties. ,1
have Zvooq play songs from the fifties,1
Play some chant music by Kevin Jonas on deezer.,1
Play paul ortiz music from 1990,1
Play some Glenn Stetson music on Spotify,1
Open Groove Shark and play sound track from Dj Cameo,1
Play music on Iheart,1
Play my Top Gaming Tracks.,1
something on Spotify please,1
Play BurhГёns by Ernie C.,1
Let me hear an ep from the thirties era of music.,1
Proceed with music from 2003.,1
Play Elkie Brooks seventies sound track,1
Open Vimeo and play music.,1
play a top twenty symphony of 2010,1
Play music from the artist Taktloss from the record in the thirties,1
I want to listen to some Aaliyah,1
Play my New Indie Mix on Google Music.,1
Can you use Pandora to play a soundtrack from 1999 by David Sitek?,1
play Deezer form 2010 tune by Dave Grohl,1
Play some caribou from the sixties,1
Play drum & bass music,1
Use netflix to play a record by Emil Gilels from year 2015,1
play Steven Reineke greatest soundtrack on Youtube,1
turn on Google Music to play 1991,1
Open iheart and play TГ© Para Tres,1
play some fourties Andrew Lloyd Webber on Groove Shark,1
play music by Ryan Malcolm from Sympathy For The Devil on Pandora,1
Play some Instrumental music on the service Lastfm,1
Play the song vodka by Kunal Ganjawala on Itunes,1
Play all music Alan released in 1997,1
Play Dansevise by Ebi on Groove Shark.,1
I want to hear some The Roches,1
Play me something Miles Davis did with a symphony,1
Play music off Youtube.,1
play some sixties music,1
play Soheila Zaland,1
Play music year 2016 by artist Michiru Yamane,1
play Lastfm tunes from 1997,1
listen to Westbam alumb Allergic on Google Music,1
Play ecstatic,1
Play some music on groove shark.,1
I need some ambient music. ,1
Play a song by Nash The Slash,1
Play me a symphony by Ricky Bell,1
Play the energic Itunes,1
play the best Elizaveta Khripounova,1
Play 2006 chant music.,1
I'd like to hear Ami Suzuki's latest record,1
Play Crazy=genius by The Alchemist,1
Can I listen to merengue style music?,1
turn on Last Fm,1
play the last Chris Douglas on Slacker,1
play eighties track,1
Wish to hear music from the year 1996,1
Play Soldier Boy from Melody Gardot,1
Play new melody by Kenji Ito on Itunes.,1
Please play Bitch Please Ii,1
Could you play the album B Men GahЕЌ by Nathaniel Shilkret,1
Does Netflix have music released in 1991 by You Yokoyama,1
play robin hood and the bishop of hereford by Jon Mayer,1
Play Slow Rock on Lastfm.,1
Play some nineties music on Zvooq,1
Play Stereo by Jonathan Davis on Deezer.,1
Play Pacific Ocean Blues by John Doe on Lastfm,1
Play some Paul Stookey from the sixties,1
Play the song American Patrol by lauryn hill,1
I want to hear some sixties  melody from Mark Mcentee off of Google Music,1
Play Junun by Noam Kaniel.,1
Please play anything by george formby jr,1
play In The Arms Of God on Zvooq by Nimal Mendis,1
Play some Jungle music on iheart,1
I want to hear a track from the fourties.,1
Play me a 2015 soundtrack on Netflix,1
give me some Hank Shermann from 1975 on Lastfm,1
Can you play an ep by Tatjana Iwanowna Bulanowa,1
Play the top ten theme music from 1975 by Tom Baxter,1
Let me use netflix to listen to the last soundtrack from Out Of Eden.,1
Play El Cant Dels Ocells by vini lopez.,1
Play me a Cinder Block movement,1
Play a melody by Colin Blunstone,1
Play a song from 1990 on Netflix,1
Want to play Christina Schollin Lastfm,1
Play top-twenty fourties movement music by Mohammad Reza Lotfi.,1
play the top nineties melody by Gus G,1
Play my Pandora app,1
Play the album Remember Shakti вЂ“ The Believer.,1
Play Halid 08 by video game pianist on Pandora,1
Play breed the killers on Itunes,1
Play some seventies track from top Rie Tomosaka,1
Play Geddy Lee music on Spotify sort by top,1
Use the service Lastfm to play artist keren peles from the most popular symphony,1
Play any track by Flame,1
Play a sixties track by Noam Pikelny on iheart.,1
Please play a song for me from 1959,1
Play me something from the thirties by Candi Staton on Vimeo,1
Can I hear a movement by rookantha gunathilake on the Vimeo service?,1
play music on netflix,1
Play me a fifties song,1
Play my Acoustic Covers playlist on Spotify.,1
Play Lenny Kaye music.,1
play Ngola Ritmos top-ten songs,1
Play the Charlie Hunter theme off of Last Fm,1
Use Google Music to play some songs by Dr John,1
play a tune by Margaret Kelly on Iheart,1
Play the album Cara De Dios.,1
Play track music from Peter Finestone on Netflix sort by newest,1
Play Adieu by Al Arsenault,1
Play ExpresiГіn from Mickey Finn,1
play music by Bonobo,1
Play the most popular chant song by Hossein Alizadeh from around 2009,1
Play music from Youtube.,1
Play Miami 2017 by Rodney Whitaker,1
Play good Pure Soul on netflix ,1
Can you play Halloween by Ajinoam Nini,1
Play playlist funtime,1
play Angelo Amorevoli,1
play a ballad by Giorgio Moroder,1
Please use Itunes to play something from 1986,1
play Calico Skies by John Feinstein with Netflix,1
Play artist Vlada Divljan from something he did that is good,1
Play the track Pocahontas John Farnham,1
play some popular bryan gregory songs,1
play a seventies ballad by Annunzio Paolo Mantovani on Groove Shark,1
play good Classified songs on Vimeo,1
Play my Femme Fatale playlist on Vimeo,1
I wish to listen to eighties music by Mike Dean.,1
Play some Techno,1
I wish to hear the playlist Estado de ГЎnimo on Last Fm.,1
play Fereydoun Farrokhzad best track,1
Can I listen to music from the Easy Listening genre?,1
Play a 1991 song by Anila Mirza,1
play the top-20 Rita Macneil songs,1
Play a 1974 sound track on Vimeo.,1
Play me music from the twenties on Itunes.,1
Play a sound track by Mac Dre.,1
play a 1977 record by Bitty Mclean on Google Music,1
Play The Wizard And I on Zvooq,1
Play some 2011 music by Dan Healy.,1
Play the best music from Klaus Badelt.,1
Can I hear Jeremy Taggart's newest chant on Deezer?,1
Listen to music from 1975,1
play Latina,1
play a top Ryuichi Kawamura chant on Groove Shark,1
play a tune from 2000 by Bronislau Kaper,1
Play a song from 1994.,1
I'd like to hear the last song fro Willa Ford.,1
Play my playlist springtime,1
Open Lastfm and play Hot Lips Page from the sixties,1
Use the service Itunes to play melody from 1998,1
Play music from the punk genre on Last Fm.,1
play Techno music,1
play shara worden,1
Play a top-50 tune from 1982.,1
I want to hear some Boris Grebenchtchikov on Zvooq,1
play chant music from 1993,1
play melody music from 1988,1
play the music track of 1998,1
Play some music by Jody Williams from 2001,1
I want to hear a Silvia Night ep from the sixties,1
play a Samira Said ballad from the nineties,1
Play Shoo on iheart from greatest record,1
Play some music on Netflix,1
Play Metal Crash Course playlist.,1
play Khujo eighties track song,1
Play Goldie Hill's record on Google Music.,1
Play music from Lastfm,1
I'm looking for the last track by Fei Yu Ching from the fourties,1
Open pandora and play udhreko choli from Chowdiah,1
Play a top symphony from the fourties,1
play a Keith Richards album,1
"Play the track Fight On, State by Yuvan Shankar Raja",1
play the newest ep from the sixties,1
Play a song from 1950,1
Play Moris Tepper,1
play a new song from the seventies,1
play music using Groove Shark,1
Play Entre Raices Y Antenas by Lynn & Wade Llp.,1
Play some acapella music ,1
Play a Paolo Gregoletto song,1
play Zvooq Night Rider list,1
play The Edge by Deezer on Vans Warped Tour Compilation 2003,1
Play Always Pop Punk.,1
Play some ivy anderson from around 1967,1
play the newest sound track from the thirties,1
Play some seventies music on Netflix.,1
Play Who Knows Where The Time Goes? by Grigory Leps,1
Open Vimeo and play Lee Mellor good songs,1
play some sad songs from the fifties,1
Play music on groove shark,1
play 1990 tunes on Groove Shark,1
Play me a popular Ronnie Wood soundtrack,1
Play Elitsa Todorova music,1
Play something off my New Boots playlist,1
Can you play Deezer from 2007?,1
Please play some Black Metal music,1
play twenties tunes,1
Play some music on Last Fm,1
Play twenties chant from Lagaylia Frazier on Itunes,1
Play music from 1959 by Lenny Leblanc on Pandora.,1
Play some fourties music on vimeo ,1
Play chant music by pappu venugopala rao on Slacker.,1
"I want to hear Aki Nawaz, play the song fair annie.",1
Play music from 1958,1
Use Spotify to play Who Was In My Room Last Night?,1
Play the most popular music from Nat Stuckey on Itunes.,1
Play some chanson style music.,1
Play Socialism Is Good by terje bakken on Spotify.,1
Play music from 1964.,1
play a record from 1982,1
Play a track by Titiyo,1
play Lastfm by Steampunk,1
Play a record from 2005 by Ruslana Lyschytschko.,1
Play Is This My World? by Leo Arnaud,1
Play While The Gate Is Open.,1
Can you play a song from the newest movement by prince on Lastfm,1
Play some Rui Da Silva.,1
Play The Cherry-tree Carol by Edwin Mccain,1
Play Tomtegubben Som Hade Snuva,1
Play my Sophisticated Dinner playlist on Slacker,1
Play the song domino by Luca Turilli,1
Play a rock track from 1984,1
play the newest Martin Solveig sound track,1
Listen to Power Gaming playlist,1
Play some chant from 1974,1
play Mohammed Abdu from top 20,1
Play the top ten by Andrea Del Rosario.,1
Play a 2007 track from Adam Jones,1
use Netflix to play Michael White tune from 1955,1
listen to ballad songs from 1999,1
I want ohear the 1996 soundtrack from deezer,1
Play a soundtrack by musical artist Jimmy James,1
Play music on youtube,1
play the last Rocko music with deezer,1
Play rie fu music sorted by the best.,1
"Play Noche de chicas playlist
",1
Can you play some fifties music by lavern baker,1
Please play something that's freak folk on Google Music,1
play anything from 1970,1
I wish to enjoy some fifties music by Johnny Paycheck.,1
play steve harris False Gestures For A Devious Public album,1
Play me a seventies song,1
I want to hear a good album from Toni Cottura.,1
use Iheart to listen to retro,1
Open Youtube and play Iron Mountain Depot from John Lomax,1
I want to listen to a popular melody by David Bazan,1
"Play a Ladyhawke record
",1
Play the newest melody from Corey Clark on Lastfm,1
Play music from Gavin Koppell movement,1
Play best fourties from david izquierdo on album,1
I need some Hardcore Hip Hop,1
Play Fais Les Backs by Sarah Geronimo on Youtube,1
Play a fifties theme on lastfm ,1
play Women of Jazz,1
play Dj Ozma top songs,1
PLay a track by deeyah khan.,1
Play some seventies songs from Joseph Genaro on Google Music,1
Play a ballad by Heath,1
Play 1952 Yusef Lateef on Netflix,1
Play eighties music on Groove Shark.,1
"Play Paul Landers, O Rio, A Cidade, A ГЃrvore on slacker

",1
Let me hear the Rave Tapes album from Yuki Koyanagi.,1
Play the top-five ballad sort from 2004,1
Play sixties theme music,1
Play the song Two Suns In The Sunset by Airi Suzuki,1
Play music from 2015,1
Play the greatest music by Phoebe Snow,1
Play me a song by Carol Arnauld from 2003,1
Play me a song from Movies For The Blind on Pandora,1
Play 2012 symphony music by Nardwuar The Human Serviette on Netflix.,1
Please play me a popular track from 1984.,1
Play track Ai Se Eu Te Pego on google music from artist Maestro,1
Play Lil Hardin Armstrong from Itunes.,1
Turn on Spotify to Tiny Tim ep,1
"Play a 1969 ballad by beth nielsen chapman, new first.",1
play a ballad by Chick Corea,1
Play music off the track Child Maurice,1
Play me a song from Voices & Images,1
play robert fripp sound track on Pandora,1
play them by Guy-manuel De Homem-christo,1
Play some rock & roll by Deezer.,1
I'd like to hear a track by Theo Keating.,1
Play some theme based music from the thirties.,1
I wish to listen to some instrumental music.,1
Play chant from Freddy Fender on iheart,1
Can you play some music from 1999,1
Play music from the list Indie Electronics,1
play some King Tubby from the eighties,1
Play music on Netflix.,1
Play Randy Castillo's music from 1952.,1
play ambient music,1
Play the last song by Goldie,1
Play Pride Of The Prairie from Johnny Burke,1
Play them the greatest music by Chris Frantz.,1
Play the song Le Renouveau,1
I want to listen to Swing music on Iheart,1
play the latest Thelma Aoyama,1
I'd like to listen to Tom Cochrane's 1990 ep on Zvooq.,1
Play a Herbie Fields record from the sixties,1
Play the most popular sort by ep by Brooke Fraser,1
Play me a 1986 Jim Root,1
Play my Still Got the Blues playlist.,1
I would like to hear a song by Tim Reynolds,1
play Fey's album Diamond Head on Zvooq,1
play a chant by Marina Verenikina,1
Play Stevan Faddy on Google Music.,1
Play some sixties on netflix,1
play a tune from 1973,1
Play me Benjamin Kowalewicz's top hits,1
Find Mahalakshmi Iyer music on Netflix,1
Play some music by Mark Heard.,1
Play Inventions For The New Season,1
I want to hear some freestyle music.,1
play Yusef Lateef songs from the fifties,1
Play sweet shanghai devil by Teddy Diaz.,1
play paul riley on Youtube,1
Play some rock music on Youtube,1
Play music from negerpunk,1
play music by Odd Nosdam,1
Play music by Susumu Hirasawa.,1
Can you play something off my Kids Workout playlist on Groove Shark,1
play My Back Pages by Paul Young on vimeo ,1
Play me the greatest Doctor Fink song on zvooq,1
Use Deezer to play music,1
Play Bitch Please Ii from Julee Cruise on Iheart,1
I want to hear music from the Lotus Flower album by Andy Mccoy,1
Play a symphony from the thirties.,1
Play the song Jingle Bells,1
Please play me some Satire music,1
Play a popular song by Willie Dixon on Groove Shark,1
Let me listen to The Music Of Nature album by Paul Draper.,1
I want to hear music from the sixties.,1
I want to hear a soundtrack by dj ozma from the sixties.,1
play Hanging Out and Relaxing,1
Play Within You Without You by Distance on zvooq.,1
play some Industrial music on Lastfm,1
Play me a song from 1968 on Spotify,1
Play the music of Aphex Twin's good Album,1
Play me some music from 1999,1
I want to hear Richard Falomir's best song on Pandora,1
Let's play the album Handover on Deezer,1
I want to hear Choice on Last Fm from the twenties.,1
Play a 1964 symphony on Netflix.,1
play the last song from the thirties by Airto Moreira,1
Play Rob Dougan on youtube,1
play the top jazz record from 1951,1
Play music on Netflix by Don Kikas,1
Play the last Jonny Wickersham song,1
play Luis Alfonzo Larrain from 1995,1
play a track by Alpha Blondy with Deezer,1
I want to hear La Jaula De Oro by Mc Ren on Google Music.,1
Play HГ¦ttuleg HljГіmsveit & GlГ¦pakvendiГ° Stella by Kaori Iida,1
play some music from the thirties,1
"Play the track Goodbye Alexander, Goodbye Honey Boy from Ehsaan Noorani",1
play me a Mel Draisey tune from the fourties with vimeo ,1
Play the best chant of 1975,1
I want to hear secrets on parade from Tommy Walter,1
Play the most popular twenties record from Leland Sklar,1
Play the last 1954 ep by Povel Ramel.,1
play music by Christian Bautista,1
Play 2004 on pandora,1
I'd like to hear Infinite Indie Folk on Slacker. ,1
Play some contemporary christian on Groove Shark.,1
Play some music from 1989 by Sanjeev Abhyankar.,1
Let me hear the Live From The Ghetto album by Beau Jocque.,1
Play Turbulence Wild Streetdanz from Jeff Buckley,1
play music from the year 1979,1
Play the greatest Ricky Bell music,1
Play some 1982 movement music on Slacker,1
Play music by Sarah Connor,1
Play movement by Duane Allman.,1
Play music from Alison Sudol,1
Play Odessa by Maartin Allcock.,1
Play music from 1954,1
I want to hear a 1976 symphony by Jam Master Jay,1
Play the most popular track from Valery Alexandrovich Kipelov,1
Play some good movement music by Brian Littrell from around 2001,1
play 2007 tunes by Bunny Berigan,1
Play a ballad form 2014 by Double on Google Music,1
play Roy Orbison tunes now,1
