request,RateBook
Rate Myths of the Near Future three points,1
Give The Dark Abode chronicle 2 out of 6 points.,1
give Life: A Natural History of the First Four Billion Years of Life on Earth 1 points out of 6,1
I would give this current novel 4 points,1
I would give Superman: Doomsday & Beyond four stars and a best rating of 6,1
I'd give the Quotations from Chairman Mao Tse-tung saga two of 6 stars,1
Rate this current essay five stars out of 6 total,1
I give the previous album a 4.,1
this novel deserves 4 to 6 stars for its writing.,1
I am giving this current novel 1 out of 6 stars,1
I give The Road from Elephant Pass four stars,1
I want to give the chronicle What We Talk About When We Talk About Love 4 out of 6,1
The book the Geoff Ryman bibliography should have a rating of three to 6 points.,1
The current book deserves a rating of only one.,1
Assign three stars out of 6 to The Dune Encyclopedia,1
This current album deserves only a one rating,1
give 1 out of 6 stars to current book,1
Give this album a rating of 4.,1
rate this essay a two,1
The Mystery of the Brass Bound Trunk deserves only a 1 star rating.,1
Rate this textbook 2 stars out of 6,1
Give The Denationalization of Money series four of 6,1
give one out of 6 stars to Free Market Fairness,1
"give The God Machine two of 6
 points",1
Give 5 / 6 stars to Expressive Processing,1
Rate the current album a 2,1
Rate The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures 0 points.,1
rate the current novel two points out of 6,1
Rate the Daughter of the Empire three out of 6,1
Cock-A-Doodle-Doo! was awful. I'm giving it a 0 out of 6.,1
Give The Street five points.,1
give The Story of the Last Thought a five,1
Rate Half Past Human three stars,1
Rate Eight Days of Luke a five.,1
I am rating Book of Challenges four stars,1
Give this album 4 out of 6 stars,1
Give The Pirates! in an Adventure with Whaling a 0 out of 6.,1
Rate The Slap five of 6,1
give the current book 0 out of 6 points,1
I rate Secret Water as a 4.,1
I'd rate this novel a five,1
"Can I rate the book My Life in France not one, but 6 stars?",1
I would give the Living Dead in Dallas chronicle zero points,1
I want to give Science Fiction Adventures in Mutation 0 stars,1
rate this album three stars,1
Rate The Removers 4 out of 6,1
give four stars out of 6 to current book,1
Rate the current textbook 4 of 6,1
I think this novel should get 0 stars,1
"rate The Wimpy Kid Movie Diary  saga 4 out of 6
",1
give The Englishman of the Bones 2 stars out of 6.,1
I would rate the Animal Liberation chronicle 0 points and a best rating of 6,1
Rate The Doomsters four out of 6 stars,1
The current textbook gets a 2 rating. ,1
"Give the current textbook 2 of 6
",1
For the current chronicle I give five of 6,1
RAte the Black Coffee chronicle three out of 6 stars,1
Rate this chronicle a 4,1
rate the current novel 1,1
please rate this textbook five stars out of 6,1
I want to give The Black Cloud one points,1
Rate The White Abacus zero out of 6 points,1
Rate The Life and Loves of a She-Devil 5 out of 6,1
give 0 out od 6 stars to Mystery of the Desert Giant,1
"I give The History of the Saracens a three, or 6 points",1
I would like to rate the current book I am reading 0 stars.,1
Give the current novel four points.,1
"rate current album 0 stars
",1
Rate this series 0 of 6 stars,1
Rate this album 5 points,1
Give the current book 0 points.,1
For the saga The End of a Family Story I give 0 stars,1
I give this book five stars out of 6,1
I rate this novel  2 of 6 points,1
Give zero / 6 stars to this album,1
I'd give The Cricket in Times Square 3 stars,1
Rate the current essay a three points,1
give 0 out of 6 to War of the Spider Queen saga,1
give this textbook a 0 out of 6,1
I would rate The Best Science Fiction Stories and Novels: Ninth Series 5 points,1
Can I rate the current textbook three to 6 stars?,1
Rate Lost Boys: Why Our Sons Turn Violent and How We Can Save Them zero of 6,1
I give The Logic of Sense a zero,1
"Rate Who Moved My Cheese? a one
",1
rate Galactic Pot-Healer two points,1
This current essay deserves 0 stars,1
Give Anatomy of a Typeface a 1 rating.,1
I would give this novel four stars,1
Rate the current book 2 points,1
Rate The Agent of Death with five stars out of 6,1
rate Awaiting Strange Gods: Weird and Lovecraftian Fictions a 1,1
the following essay is a two,1
give 5 star to the book The Knight of Newts,1
Rate the Egg Collecting and Bird Life of Australia saga a one,1
Give 3 / 6 stars to Doctor in the House,1
Rate this textbook 3 of 6,1
rate Opération Sweet Tooth 2 points,1
Rate this textbook five points,1
rate this novel 5 stars,1
Rate my current essay 1 out of 6 stars,1
I want to rate the Children of This Earth chronicle a rating value of 1 and a best rating of 6,1
Rate Canto for a Gypsy two of 6 stars,1
Give this album three / 6 points,1
please give a 2 out of 6 to House of Many Ways,1
Give this saga a 1.,1
Give this current textbook zero out of 6 points.,1
Rate the current album 4 out of 6 stars,1
rate current album five,1
I rate Mosses from an Old Manse a 0,1
give 5 points to The Deathlord of Ixia,1
Give the chronicle Fathers and Crows a 5 out of 6.,1
Rate Conan of the Red Brotherhood 2 of 6,1
give one to this novel,1
I would give the book Lavender and Old Lace a rating of three,1
Rate A Pelican at Blandings a 2 ,1
Rate this album a 4,1
I give this current textbook a rating value of 1 and a best rating of 6,1
one stars out of 6 is my rating for The Giaour.,1
Rate I Capture the Castle  0 points,1
Rate Unlimited Power 4 of 6 points,1
this is a 6 rating for the album down to one,1
I give this essay three of 6 stars,1
Give Whispers in the Graveyard a five.,1
Rate this album a 3,1
rate this book titled The Improvisatore five stars,1
Rate this novel 5 of 6,1
"The chronicle of The Emperor Wears No Clothes was too naive and simple, I'd give it 1 out of 6 stars.",1
Rate this saga 0 stars,1
I want to give this novel zero,1
I give the next textbook a 2.,1
Rate this current novel one points ,1
rate the current book series 4 out of 6,1
I would rate this album a zero and give it a best rating of 6,1
"Out of 6, I give the following book zero.",1
"I rate the book Rusty String Quartet a 4
",1
Add the rating for this current series a four out of 6 points,1
give 1 out of 6 to West of January,1
Assign 5 stars to Lincoln at Gettysburg,1
Give this book five / 6 points.,1
this novel gets 0 out of 6 points,1
rate this essay 3 out of 6 points,1
out of 6 The Black Unicorn rates points of 2,1
I want to rate Hostile Waters chronicle book with five out of 6,1
This current book deserves 3 points,1
Rate my current textbook 0 out of 6,1
rate this series 1 out of 6,1
Rate The Scoop  5 out of 6 points,1
rate this current book five,1
Rate the current novel two points,1
Rate The Broken Spears with 2 stars.,1
Give the current series a two,1
"I rate this textbook 0
",1
rate this textbook a one,1
give Private Games 3 stars out of 6,1
I think this album deserves 0 points,1
Rate She: A History of Adventure a one of 6,1
Give the current book 5 out of 6 points.,1
rate the current essay a three,1
give three points to current book,1
I want to give this current novel 4 points,1
Rate this book 5 stars out of 6,1
River Secrets deserves a best rating of 6 but zero points,1
I'm giving this book series four points,1
Give this textbook one stars out of 6,1
rate The Long Dark Tea-Time of the Soul 5 stars,1
rate this book called The Last of the Wine two out of 6 points,1
Rate my current essay zero out of 6,1
Rate Incomplete Nature three of 6 stars,1
Give this book a rating of four out of 6.,1
Rate this novel one of 6,1
give this current essay a 3 out of 6,1
this chronicle of The Origins and History of Consciousness is a three,1
I'd rate Days of Blood and Starlight a 4,1
Give this chronicle 4 stars.,1
Rate this book five of 6 points,1
Rate The Young Elites series 1 of 6 points,1
Rate The Warrior Prophet 3 of 6 stars,1
Peter and the Piskies: Cornish Folk and Fairy Tales only gets a three out of 6. ,1
rate current saga one point out of 6,1
I rate the current album four of 6,1
Rate this album 2 out of 6,1
rate Orion in the Dying Time four stars,1
Rate the Parable of the Sower a 2 out of 6,1
I want to give The Canon of Medicine one out of 6 stars ,1
rate The Promise 1 points,1
I'd rate this book 1 of 6 stars,1
Give my current book 4 stars.,1
Rate Real World four out of 6 ,1
Rate this chronicle 0 stars,1
Rate current novel 3 stars,1
I give a 4 to 3 Willows: The Sisterhood Grows.,1
Rate Cold Comfort Farm a three out of 6 total,1
rate this current textbook 0 points,1
Folk and Fairy Tales gets 1 out of 6 points,1
Give this book four stars as a rating review.,1
Can you rate this current essay with zero stars?,1
The Citrus Industry is a four rating value and a best rating of 6,1
give Under the Sign of Saturn a four out of 6,1
"give the current book zero of 6
",1
The previous essay gets 0 out of 6 possible stars,1
rate the book The World Is Full of Divorced Women 2 out of 6 stars,1
I would rate Coming Through Slaughter a four out of 6.,1
Rate the current chronicle 0 out 6 stars,1
give this album three out of 6 points,1
I would give this current novel a value of 3 and a rating of 6,1
Give the current album 2 out of 6 points.,1
The book The Chymical Wedding is only worth 3 points.,1
rate this novel four points,1
I want to give the current album 2 stars,1
The Law of Dreams gets a low rating of one,1
rate this book titled The Silver Chalice a 1,1
Rate my current book 1 out of 6 points,1
rate current textbook 0,1
I give Rogue Ship 5 out of 6.,1
Rate this novel 4 points out of 6,1
Give the current book four stars,1
give this textbook four stars,1
I'd give The Jewel in the Crown saga four of 6 stars,1
How do I rate the book White Teeth only 4 stars?,1
Rate Short Trips: Destination Prague five out of 6,1
rate The Writing on the Hearth 2 out of 6 points,1
rate Hunting and Gathering a two,1
"rate this essay zero  of 6
 points",1
rate the book The Rod of Seven Parts 4 points,1
1 point for this next textbook,1
Rate the Under the Sign of Saturn 0 of 6,1
rate The Zenith Angle one out of 6 points,1
rating points for Castles of Steel out of 6 are 5,1
give zero star for current album,1
Rate the current chronicle a one,1
"rate the book A Girl, a Man, and a River a five",1
Give Setting Free the Bears series a four out of 6 stars rating.,1
this essay should get 1 of the points,1
"I rate A Moment in Time  a 5
",1
rate the next book four stars,1
To the Stars: The Autobiography of George Takei gets four out of 6 stars,1
give 5 out of 6 to this album,1
Rate Red Nails two of 6 stars,1
Rate Primal Fear one of 6,1
Give this series three points out of 6.,1
rate To Your Scattered Bodies Go a 1 out of 6,1
I would give The Call of the Toad a value of zero and a best rating of 6,1
Rate the current essay 5 stars,1
I would give The Minority Report a rating of 0 points,1
one stars for the following album,1
I want to give Gay Male Pornography: An Issue of Sex Discrimination a 1 ,1
give The Enemy Within saga 3 stars for me,1
give zero rating to The Deed of Paksenarrion,1
Rate this album 4 points,1
Rate the current textbook one stars,1
rate The Gutting of Couffignal one points,1
rate the current book series two out of 6 stars,1
I want to give the current novel 5 out of 6 points,1
Rate Voyage in the Dark 3 of 6,1
Give the current book im reading zero points out of 6.,1
rate this novel zero out of 6,1
Rate The Crossroads 4 of 6 stars,1
I give a rating of 4 out of 6 for the book My Sister and I,1
This current textbook deserves a rating of 3 points and a best rating of 6,1
this horrible essay gets zero out of 6 stars,1
The A Mighty Fortress series should be rated a two,1
Give one out of 6 stars to The Shiva Option,1
rate Understanding Physics 5 out of 6,1
Rate The Grisly Wife three points out of 6,1
Contemporary Religious Satanism gets a 3 rating,1
Rate the Beyond This Place chronicle three of 6,1
I think The Turbulent Term of Tyke Tiler is a rating of 3.,1
0 stars for this current saga,1
I'd rate Glaring Through Oblivion a zero of 6,1
I would rate this current textbook four stars,1
rate Girls Forever Brave and True zero points,1
"I give the book The Silence of the Lambs a rating of zero of a possiable 6
",1
I want to rate The Turbulent Term of Tyke Tiler a 3,1
rate Heath Ledger: His Beautiful Life and Mysterious Death 1 stars,1
I want to give the current novel 4 stars,1
Rate The Travels of Lao Can five out of 6,1
Rate Seven Pillars of Wisdom two points,1
Give this album a three,1
Rate the book An Appeal from the New to the Old Whigs a 0,1
Rate the Michel Strogoff saga four of 6,1
Rate the current novel four out of 6 points,1
I gave The Hand of Zei series three of 6 stars,1
Can i add the a rating of two out of 6 stars to the book The Pocket Book of Boners,1
give four out of 6 points to this essay,1
I'd rate this novel at 2 points,1
I give this textbook a four,1
I am giving this current album a rating of four out of 6 points,1
Season of the Witch: How the Occult Saved Rock and Roll gets five points,1
Rate the current novel five of 6 points,1
Give the current novel 3 stars.,1
Rate this essay 3 of 6 points,1
Why Buffy Matters is zero out of 6 points.,1
Give Upon Some Midnights Clear chronicle four out of 6 for a rating.,1
rate this current novel a 3,1
Rate Of the Subcontract a 0,1
Rate this album two out of 6,1
give five stars to current album,1
I give the following album a zero.,1
Rate this album zero of 6 points,1
Rate my current novel 2 out of 6 points,1
give 5 out of 6 to this book,1
Give the current novel a rating of 5 out of 6.,1
give five points to The Tenor Wore Tapshoes,1
rate the book Who Will Cry When You Die one out of 6 stars,1
rate this textbook 2 stars,1
rate A Thousand Lies series a 3,1
"Rate this series five out of 6
",1
The Far Side of the World chronicle deserves three out of 6 points.,1
Rate the current book one of 6 points,1
give 2 out of 6 to Smoke in the Forest,1
give 5 points to current novel,1
This current album would get 6 stars or a rating value of 1,1
rate this novel a two,1
I award this next series 0 points,1
rate this chronicle two points,1
rate The Race a two,1
"rate this book 2 of 6
 points",1
rate Pastwatch: The Redemption of Christopher Columbus chronicle zero points,1
I want to rate this novel three out of 6,1
rate this textbook four stars,1
"rate this essay 5 of 6
",1
Rate this album 3 stars,1
"my rating for Dilvish, the Damned is 4 out of 6",1
rat the current textbook a two out of 6 points,1
give four out of 6 stars to this textbook,1
Rate Cuisines of the Axis of Evil and Other Irritating States one out of 6,1
rate current book 0 stars,1
rate this book titled House of Dolls three out of 6 stars,1
rate The Road to Reality: A Complete Guide to the Laws of the Universe two points,1
I want to give the current saga a five,1
this horrible textbook deserves a 0 rating,1
Rate the current essay 4 stars,1
rate Dragons of Spring Dawning 3 stars,1
I'm giving 0 points to A New Lease of Death.,1
give three stars out of 6 in current essay,1
I'd give this essay a three of 6,1
I think the chronicle entitled The Spirit of St. Louis should be given a zero rating.,1
rate this textbook 5 stars,1
rate this textbook a four,1
Give The Spirit House  a 4 out of 6,1
rate this book titled The Clue in the Old Album one out of 6 stars,1
Rate my current novel 0 out of 6 points,1
give this textbook a 4,1
My rating for The Eiffel Tower and Other Mythologies is 0 out of 6 stars,1
Rate Book of the Dead three stars,1
I give What We Talk About When We Talk About Love a two of 6,1
"rate the Effortless Mastery chronicle a 4
",1
I would rate this book 3 points out of 6,1
Rate this novel 1 out of 6 points,1
The current essay is a three of 6,1
rate The Sail and Steam Navy List 5 stars,1
I rate this novel 5 of 6,1
Rate the current album a four,1
rate The Other Wind 2 of 6,1
give two out of 6 points to current album,1
Rate the Ninth Key 3 of 6 points,1
"For the book Ethics, my rating is 2 out of 6",1
Rate current series one,1
Rate The Postman Always Rings Twice zero stars out of 6.,1
Give Modern Glamour: The Art of Unexpected Style three out of 6 stars,1
give The Creator zero points out of 6,1
rate How to Eat Fried Worms two stars,1
Give this series 4 stars,1
Rate Paradise News 2 out of 6,1
Rate The Type One Super Robot five of 6 stars,1
Rate this textbook 5 points out of 6.,1
rate The Manxman 5 out of 6,1
I want to give Among the Enemy 4 out of 6 points,1
rate The Breaking Point a three,1
"Rate this book a 0
",1
I am giving Dead Souls a five rating,1
Rate Deception a one,1
Rate this album zero of 6,1
Rate A Spot of Bother 3 stars,1
Rate Therapy a zero,1
Rate The Anatomy of Melancholy 1 stars,1
 I would give this current book a rating a five and a best rating of 6,1
Freud: The Mind of the Moralist should be rated 2 stars with a best rating of 6,1
I rate Egg Collecting and Bird Life of Australia a zero out of 6 points,1
rate the series The Quantity Theory of Insanity 1,1
give five points to current textbook,1
Give Directive 51 three out of 6.,1
For The Curious Incident of the Dog in the Nightdress I rate it 2 of 6 points,1
My Idea of Fun is a book that should get 2 stars.,1
rate this book series zero out of 6 points,1
The Revolution Script should have a rating value of three and a best rating of 6,1
I want to give The Plague Lords of Ruel 0 stars,1
Award a rating of 2 stars out of 6 to Confessions of an economic hit man,1
"give the current album a 1
",1
Rate the Sacred Fire series 5 points,1
"rate the current textbook a 5
",1
I give Cross Country four out of 6.,1
rate the current album a zero,1
I want to rate the current chronicle a two,1
"rate this novel 4 out of 6
",1
rate the book chronicle The Obama Nation a 4,1
rate The Braindead Megaphone series zero out of 6 points,1
give 5 out of 6 points to Thorn Castle,1
give two star to As Long as We Both Shall Live book,1
Rate The Cherryh Odyssey three of 6 stars,1
Give the current novel I am reading a five stars rating.,1
rate The Tom Thomson Mystery 1 stars,1
Rate this novel five of 6,1
I am giving Fifty Years a Hunter and Trapper a 1 rating.,1
this book gets out of a total of 6 stars only 1,1
give three stars to Talbot Mundy: Messenger of Destiny,1
Give Who? 1 out of 6 stars ,1
Rate Lamy of Santa Fe 5 of 6 stars,1
Give four stars out of 6 to Practice to Deceive,1
Rate this book 3 of 6,1
Rate The Lie Tree five,1
Give 99 Coffins 0 stars out of 6.,1
Rate DNA Repair and Mutagenesis four stars,1
give 0 out of 6 points to this album,1
Rate this textbook 5 stars out of 6,1
Rate The Bell Curve a three.,1
I want to give The Pilgrims of Rayne three out of 6 stars ,1
The current novel in this series gets zero points from me.,1
I give the current textbook a four points rating,1
How can I rate the current chronicle 5 stars?,1
The Sins of the Cities of the Plain gets a rating of one,1
I want to give this essay zero out of 6,1
Rate The Honourable Jim a three,1
Rate Gilgamesh the King 5 out of 6,1
rate this novel a four,1
Rate Definitely Dead saga 5 points out of 6,1
give 0 points to current series,1
I am rating this current novel three out of 6 points. ,1
Rate The Scarab Murder Case a one,1
give four out of 6 points to current novel,1
give one out of 6 points to The Psychopathic God series,1
Rate Seeing the Big Picture a zero out of 6 points,1
this textbook rates a 4 of 6.,1
I give this series a value of one and a best rating of 6,1
Rate A Conspiracy of Paper  4 of 6,1
rate the current textbook 4 of 6 points,1
Rate The Man Who Sold the Moon a 5.,1
give one out o 6 stars to this chronicle,1
I'd give the Embers of War saga a rating of 2 points.,1
I gave the current album two stars,1
I rate Step by Wicked Step 1 stars,1
rate The Stone Key a 5,1
give five out of 6 to this novel,1
The book the Gardens of the Moon deserves only 1 stars.,1
I give this book a 5.,1
I give this series a one out of 6,1
zero points for Birds of South Asia. The Ripley Guide,1
The current essay feels like a 3.,1
"Out of a possiable 6 I give Jip, His Story a 0
",1
I am giving this current book under the series section one stars,1
give four out of 6 stars to current essay,1
Give the book The Adventures of James Bond Junior 003½ 2 points for a rating.,1
Give this album 1 stars.,1
Give The Snows of Kilimanjaro 3 stars.,1
give zero points to current album,1
I want to rate The Obama Syndrome zero of 6,1
Rate Puttering About in a Small Land zero out of 6 stars,1
Rate the City of Lost Souls one of 6 points,1
rate Quantum Theology one out of 6,1
Rate this current saga one points,1
I'd like to give The Harder They Come two points,1
I think the Dictionary of New Zealand Biography deserves 2 points,1
I rate Shadow of Suribachi at five stars.,1
Give After Having Spent a Night Among Horses 0 out of 6.,1
the current rating of 6 out of two for a textbook,1
Give the saga called The Bridges of Madison County four of 6 stars.,1
The Postman is awful and only gets a 1 out of 6. ,1
Rate 12: The Elements of Great Managing a 0,1
I give The French Suicide 5 stars,1
give 5 points to The White Hotel,1
I give Christianity not Mysterious 1 out of 6 points.,1
give five stars to The Songlines,1
rate the book The Nightmare Lands 0 out of 6 stars,1
rate this textbook 0 stars,1
give 5 out of 6 stars to Coming Home,1
Give Drift: The Unmooring of American Military Power 0 out of 6 points.,1
give 1 out of 6 points to Revolution World,1
Rate this essay zero stars out of 6,1
